steps,episode,total_return,episode_len,episode_return,total_upright,best_episode_reward,mean_greedy_rewards,std_greedy_rewards
291.0000,0.0000,-16.0000,291.0000,-16.0000,0.0000,-16.0000,-2.5450,0.7621
581.0000,1.0000,-22.5000,290.0000,-6.5000,0.0000,-6.5000,-2.5450,0.7621
776.0000,2.0000,-30.2000,195.0000,-7.7000,0.0000,-6.5000,-2.5450,0.7621
912.0000,3.0000,-37.2000,136.0000,-7.0000,0.0000,-6.5000,-2.5450,0.7621
1043.0000,4.0000,-42.5000,131.0000,-5.3000,0.0000,-5.3000,-2.5450,0.7621
1168.0000,5.0000,-48.6000,125.0000,-6.1000,0.0000,-5.3000,-2.5450,0.7621
1359.0000,6.0000,-57.5000,191.0000,-8.9000,0.0000,-5.3000,-2.5450,0.7621
1653.0000,7.0000,-65.0000,294.0000,-7.5000,0.0000,-5.3000,-2.5450,0.7621
1928.0000,8.0000,-71.6000,275.0000,-6.6000,0.0000,-5.3000,-2.5450,0.7621
2120.0000,9.0000,-78.3000,192.0000,-6.7000,0.0000,-5.3000,-2.5450,0.7621
2515.0000,10.0000,-97.7000,395.0000,-19.4000,0.0000,-5.3000,-0.0300,0.1229
3015.0000,11.0000,-116.6000,500.0000,-18.9000,0.0000,-5.3000,-0.0300,0.1229
3861.0000,12.0000,-149.8000,846.0000,-33.2000,0.0000,-5.3000,-0.0300,0.1229
4056.0000,13.0000,-156.5000,195.0000,-6.7000,0.0000,-5.3000,-0.0300,0.1229
4268.0000,14.0000,-162.8000,212.0000,-6.3000,0.0000,-5.3000,-0.0300,0.1229
4463.0000,15.0000,-168.4000,195.0000,-5.6000,0.0000,-5.3000,-0.0300,0.1229
4640.0000,16.0000,-174.0000,177.0000,-5.6000,0.0000,-5.3000,-0.0300,0.1229
4946.0000,17.0000,-182.6000,306.0000,-8.6000,0.0000,-5.3000,-0.0300,0.1229
5193.0000,18.0000,-187.4000,247.0000,-4.8000,0.0000,-4.8000,-0.0300,0.1229
5450.0000,19.0000,-195.3000,257.0000,-7.9000,0.0000,-4.8000,-0.0300,0.1229
6087.0000,20.0000,-212.6000,637.0000,-17.3000,0.0000,-4.8000,0.0000,0.0000
7088.0000,21.0000,-236.0000,1001.0000,-23.4000,0.0000,-4.8000,0.0000,0.0000
7607.0000,22.0000,-245.6000,519.0000,-9.6000,0.0000,-4.8000,0.0000,0.0000
8608.0000,23.0000,-267.6000,1001.0000,-22.0000,0.0000,-4.8000,0.0000,0.0000
9562.0000,24.0000,-288.7000,954.0000,-21.1000,0.0000,-4.8000,0.0000,0.0000
9966.0000,25.0000,-295.5000,404.0000,-6.8000,0.0000,-4.8000,0.0000,0.0000
10758.0000,26.0000,-287.2000,792.0000,8.3000,35.2000,8.3000,0.0000,0.0000
11404.0000,27.0000,-313.7000,646.0000,-26.5000,0.0000,8.3000,0.0000,0.0000
11836.0000,28.0000,-337.5000,432.0000,-23.8000,0.0000,8.3000,0.0000,0.0000
12538.0000,29.0000,-368.3000,702.0000,-30.8000,12.3000,8.3000,0.0000,0.0000
13176.0000,30.0000,-408.5000,638.0000,-40.2000,0.0000,8.3000,-3.2075,0.3241
13436.0000,31.0000,-425.9000,260.0000,-17.4000,0.0000,8.3000,-3.2075,0.3241
13571.0000,32.0000,-432.1000,135.0000,-6.2000,0.0000,8.3000,-3.2075,0.3241
13895.0000,33.0000,-449.8000,324.0000,-17.7000,0.0000,8.3000,-3.2075,0.3241
14488.0000,34.0000,-471.1000,593.0000,-21.3000,11.0000,8.3000,-3.2075,0.3241
14998.0000,35.0000,-494.9000,510.0000,-23.8000,0.0000,8.3000,-3.2075,0.3241
15649.0000,36.0000,-522.9000,651.0000,-28.0000,0.0000,8.3000,-3.2075,0.3241
16398.0000,37.0000,-543.1000,749.0000,-20.2000,12.2000,8.3000,-3.2075,0.3241
16541.0000,38.0000,-548.8000,143.0000,-5.7000,0.0000,8.3000,-3.2075,0.3241
17542.0000,39.0000,-575.9000,1001.0000,-27.1000,18.6000,8.3000,-3.2075,0.3241
18543.0000,40.0000,-605.8000,1001.0000,-29.9000,9.1000,8.3000,5.6925,21.5409
19544.0000,41.0000,-619.9000,1001.0000,-14.1000,30.9000,8.3000,5.6925,21.5409
19999.0000,42.0000,-644.0000,455.0000,-24.1000,0.0000,8.3000,5.6925,21.5409
20803.0000,43.0000,-649.4000,804.0000,-5.4000,30.6000,8.3000,5.6925,21.5409
21705.0000,44.0000,-569.1000,902.0000,80.3000,113.5000,80.3000,5.6925,21.5409
22706.0000,45.0000,-581.1000,1001.0000,-12.0000,28.4000,80.3000,5.6925,21.5409
23707.0000,46.0000,-626.1000,1001.0000,-45.0000,0.0000,80.3000,5.6925,21.5409
24708.0000,47.0000,-631.1000,1001.0000,-5.0000,36.9000,80.3000,5.6925,21.5409
25709.0000,48.0000,-577.0000,1001.0000,54.1000,93.8000,80.3000,5.6925,21.5409
26710.0000,49.0000,-557.6000,1001.0000,19.4000,57.6000,80.3000,5.6925,21.5409
27711.0000,50.0000,-494.1000,1001.0000,63.5000,104.9000,80.3000,12.4525,14.3386
28712.0000,51.0000,-494.9000,1001.0000,-0.8000,44.6000,80.3000,12.4525,14.3386
29713.0000,52.0000,-378.1000,1001.0000,116.8000,157.5000,116.8000,12.4525,14.3386
30714.0000,53.0000,-302.0000,1001.0000,76.1000,109.3000,116.8000,12.4525,14.3386
31488.0000,54.0000,-238.6000,774.0000,63.4000,94.5000,116.8000,12.4525,14.3386
32489.0000,55.0000,-142.0000,1001.0000,96.6000,135.8000,116.8000,12.4525,14.3386
33490.0000,56.0000,-53.1000,1001.0000,88.9000,124.5000,116.8000,12.4525,14.3386
34491.0000,57.0000,11.4000,1001.0000,64.5000,103.8000,116.8000,12.4525,14.3386
35492.0000,58.0000,219.4000,1001.0000,208.0000,245.0000,208.0000,12.4525,14.3386
36493.0000,59.0000,437.4000,1001.0000,218.0000,256.9000,218.0000,12.4525,14.3386
37494.0000,60.0000,558.4000,1001.0000,121.0000,163.9000,218.0000,-4.4875,3.5780
38495.0000,61.0000,747.1000,1001.0000,188.7000,227.0000,218.0000,-4.4875,3.5780
39496.0000,62.0000,875.5000,1001.0000,128.4000,175.9000,218.0000,-4.4875,3.5780
40497.0000,63.0000,963.1000,1001.0000,87.6000,132.0000,218.0000,-4.4875,3.5780
41498.0000,64.0000,1133.2000,1001.0000,170.1000,213.6000,218.0000,-4.4875,3.5780
42499.0000,65.0000,1205.7000,1001.0000,72.5000,122.1000,218.0000,-4.4875,3.5780
43500.0000,66.0000,1596.0000,1001.0000,390.3000,418.8000,390.3000,-4.4875,3.5780
43963.0000,67.0000,1700.8000,463.0000,104.8000,123.0000,390.3000,-4.4875,3.5780
44340.0000,68.0000,1733.2000,377.0000,32.4000,52.9000,390.3000,-4.4875,3.5780
45341.0000,69.0000,1895.3000,1001.0000,162.1000,209.1000,390.3000,-4.4875,3.5780
46037.0000,70.0000,1979.5000,696.0000,84.2000,120.2000,390.3000,160.7700,23.6800
47038.0000,71.0000,2202.0000,1001.0000,222.5000,268.6000,390.3000,160.7700,23.6800
48039.0000,72.0000,2467.0000,1001.0000,265.0000,307.4000,390.3000,160.7700,23.6800
48418.0000,73.0000,2525.4000,379.0000,58.4000,72.5000,390.3000,160.7700,23.6800
49419.0000,74.0000,2764.0000,1001.0000,238.6000,282.1000,390.3000,160.7700,23.6800
50420.0000,75.0000,3041.7000,1001.0000,277.7000,316.9000,390.3000,160.7700,23.6800
51421.0000,76.0000,3194.8000,1001.0000,153.1000,204.2000,390.3000,160.7700,23.6800
52422.0000,77.0000,3403.3000,1001.0000,208.5000,254.1000,390.3000,160.7700,23.6800
53423.0000,78.0000,3486.3000,1001.0000,83.0000,142.7000,390.3000,160.7700,23.6800
54424.0000,79.0000,3779.4000,1001.0000,293.1000,333.1000,390.3000,160.7700,23.6800
55425.0000,80.0000,3852.7000,1001.0000,73.3000,129.7000,390.3000,223.7525,52.7311
56426.0000,81.0000,4068.0000,1001.0000,215.3000,255.6000,390.3000,223.7525,52.7311
57427.0000,82.0000,4375.8000,1001.0000,307.8000,345.5000,390.3000,223.7525,52.7311
58428.0000,83.0000,4689.1000,1001.0000,313.3000,349.5000,390.3000,223.7525,52.7311
59429.0000,84.0000,4727.2000,1001.0000,38.1000,101.7000,390.3000,223.7525,52.7311
60430.0000,85.0000,4868.3000,1001.0000,141.1000,191.9000,390.3000,223.7525,52.7311
61431.0000,86.0000,5298.0000,1001.0000,429.7000,463.8000,429.7000,223.7525,52.7311
62432.0000,87.0000,5433.4000,1001.0000,135.4000,183.5000,429.7000,223.7525,52.7311
63433.0000,88.0000,5914.8000,1001.0000,481.4000,510.0000,481.4000,223.7525,52.7311
64434.0000,89.0000,6032.4000,1001.0000,117.6000,170.6000,481.4000,223.7525,52.7311
65435.0000,90.0000,6538.5000,1001.0000,506.1000,532.9000,506.1000,300.8675,15.5727
66436.0000,91.0000,6968.5000,1001.0000,430.0000,463.6000,506.1000,300.8675,15.5727
67437.0000,92.0000,7157.0000,1001.0000,188.5000,234.6000,506.1000,300.8675,15.5727
68438.0000,93.0000,7725.1000,1001.0000,568.1000,592.6000,568.1000,300.8675,15.5727
69439.0000,94.0000,8051.3000,1001.0000,326.2000,364.1000,568.1000,300.8675,15.5727
70440.0000,95.0000,8245.3000,1001.0000,194.0000,243.1000,568.1000,300.8675,15.5727
71441.0000,96.0000,8537.0000,1001.0000,291.7000,333.5000,568.1000,300.8675,15.5727
72442.0000,97.0000,8942.3000,1001.0000,405.3000,441.4000,568.1000,300.8675,15.5727
73443.0000,98.0000,9224.7000,1001.0000,282.4000,324.9000,568.1000,300.8675,15.5727
74444.0000,99.0000,9808.8000,1001.0000,584.1000,606.8000,584.1000,300.8675,15.5727
75445.0000,100.0000,10097.7000,1001.0000,288.9000,331.4000,584.1000,123.4525,25.4958
76446.0000,101.0000,10369.5000,1001.0000,271.8000,316.1000,584.1000,123.4525,25.4958
77447.0000,102.0000,10802.4000,1001.0000,432.9000,466.2000,584.1000,123.4525,25.4958
78448.0000,103.0000,10945.9000,1001.0000,143.5000,200.3000,584.1000,123.4525,25.4958
79449.0000,104.0000,11043.5000,1001.0000,97.6000,153.3000,584.1000,123.4525,25.4958
80450.0000,105.0000,11290.7000,1001.0000,247.2000,292.7000,584.1000,123.4525,25.4958
