steps,episode,total_return,episode_len,episode_return,total_upright,best_episode_reward,mean_greedy_rewards,std_greedy_rewards
224.0000,0.0000,-14.1000,224.0000,-14.1000,0.0000,-14.1000,-4.2000,0.0000
519.0000,1.0000,-30.5000,295.0000,-16.4000,0.0000,-14.1000,-4.2000,0.0000
729.0000,2.0000,-41.6000,210.0000,-11.1000,0.0000,-11.1000,-4.2000,0.0000
812.0000,3.0000,-48.8000,83.0000,-7.2000,0.0000,-7.2000,-4.2000,0.0000
1048.0000,4.0000,-71.2000,236.0000,-22.4000,0.0000,-7.2000,-4.2000,0.0000
2040.0000,5.0000,-98.4000,992.0000,-27.2000,0.0000,-7.2000,-4.2000,0.0000
2276.0000,6.0000,-112.7000,236.0000,-14.3000,0.0000,-7.2000,-4.2000,0.0000
2419.0000,7.0000,-119.4000,143.0000,-6.7000,0.0000,-6.7000,-4.2000,0.0000
2532.0000,8.0000,-129.7000,113.0000,-10.3000,0.0000,-6.7000,-4.2000,0.0000
2614.0000,9.0000,-137.9000,82.0000,-8.2000,0.0000,-6.7000,-4.2000,0.0000
2794.0000,10.0000,-146.5000,180.0000,-8.6000,0.0000,-6.7000,-8.1750,0.0716
2878.0000,11.0000,-154.5000,84.0000,-8.0000,0.0000,-6.7000,-8.1750,0.0716
2960.0000,12.0000,-162.4000,82.0000,-7.9000,0.0000,-6.7000,-8.1750,0.0716
3041.0000,13.0000,-170.5000,81.0000,-8.1000,0.0000,-6.7000,-8.1750,0.0716
3133.0000,14.0000,-178.4000,92.0000,-7.9000,0.0000,-6.7000,-8.1750,0.0716
3428.0000,15.0000,-205.9000,295.0000,-27.5000,0.0000,-6.7000,-8.1750,0.0716
3518.0000,16.0000,-213.6000,90.0000,-7.7000,0.0000,-6.7000,-8.1750,0.0716
3778.0000,17.0000,-234.7000,260.0000,-21.1000,0.0000,-6.7000,-8.1750,0.0716
3927.0000,18.0000,-247.3000,149.0000,-12.6000,0.0000,-6.7000,-8.1750,0.0716
4061.0000,19.0000,-252.1000,134.0000,-4.8000,0.0000,-4.8000,-8.1750,0.0716
