steps,episode,total_return,episode_len,episode_return,total_upright,best_episode_reward,mean_greedy_rewards,std_greedy_rewards
272.0000,0.0000,-12.5000,272.0000,-12.5000,0.0000,-12.5000,-0.0800,0.0447
747.0000,1.0000,-16.9000,475.0000,-4.4000,0.0000,-4.4000,-0.0800,0.0447
995.0000,2.0000,-30.0000,248.0000,-13.1000,0.0000,-4.4000,-0.0800,0.0447
1482.0000,3.0000,-37.1000,487.0000,-7.1000,0.0000,-4.4000,-0.0800,0.0447
1741.0000,4.0000,-46.2000,259.0000,-9.1000,0.0000,-4.4000,-0.0800,0.0447
1963.0000,5.0000,-62.4000,222.0000,-16.2000,0.0000,-4.4000,-0.0800,0.0447
2059.0000,6.0000,-71.2000,96.0000,-8.8000,0.0000,-4.4000,-0.0800,0.0447
2255.0000,7.0000,-77.8000,196.0000,-6.6000,11.7000,-4.4000,-0.0800,0.0447
2594.0000,8.0000,-91.6000,339.0000,-13.8000,0.0000,-4.4000,-0.0800,0.0447
2733.0000,9.0000,-100.8000,139.0000,-9.2000,0.0000,-4.4000,-0.0800,0.0447
2847.0000,10.0000,-105.3000,114.0000,-4.5000,0.0000,-4.4000,-8.4200,0.0447
2985.0000,11.0000,-113.6000,138.0000,-8.3000,0.0000,-4.4000,-8.4200,0.0447
3103.0000,12.0000,-121.1000,118.0000,-7.5000,0.0000,-4.4000,-8.4200,0.0447
3206.0000,13.0000,-128.9000,103.0000,-7.8000,0.0000,-4.4000,-8.4200,0.0447
3300.0000,14.0000,-136.9000,94.0000,-8.0000,0.0000,-4.4000,-8.4200,0.0447
3397.0000,15.0000,-144.5000,97.0000,-7.6000,0.0000,-4.4000,-8.4200,0.0447
3904.0000,16.0000,-145.5000,507.0000,-1.0000,0.0000,-1.0000,-8.4200,0.0447
4181.0000,17.0000,-152.8000,277.0000,-7.3000,0.0000,-1.0000,-8.4200,0.0447
4320.0000,18.0000,-165.0000,139.0000,-12.2000,0.0000,-1.0000,-8.4200,0.0447
4650.0000,19.0000,-178.9000,330.0000,-13.9000,0.0000,-1.0000,-8.4200,0.0447
4759.0000,20.0000,-186.1000,109.0000,-7.2000,0.0000,-1.0000,-9.8200,0.1304
4891.0000,21.0000,-196.0000,132.0000,-9.9000,0.0000,-1.0000,-9.8200,0.1304
5040.0000,22.0000,-203.2000,149.0000,-7.2000,0.0000,-1.0000,-9.8200,0.1304
5159.0000,23.0000,-213.0000,119.0000,-9.8000,0.0000,-1.0000,-9.8200,0.1304
5488.0000,24.0000,-232.6000,329.0000,-19.6000,0.0000,-1.0000,-9.8200,0.1304
5731.0000,25.0000,-239.4000,243.0000,-6.8000,0.0000,-1.0000,-9.8200,0.1304
5849.0000,26.0000,-245.5000,118.0000,-6.1000,0.0000,-1.0000,-9.8200,0.1304
5973.0000,27.0000,-254.2000,124.0000,-8.7000,0.0000,-1.0000,-9.8200,0.1304
