steps,episode,total_return,episode_len,episode_return,total_upright,best_episode_reward,mean_greedy_rewards,std_greedy_rewards
252.0000,0.0000,-13.4000,252.0000,-13.4000,0.0000,-13.4000,0.0000,0.0000
501.0000,1.0000,-28.1000,249.0000,-14.7000,0.0000,-13.4000,0.0000,0.0000
827.0000,2.0000,-45.6000,326.0000,-17.5000,0.0000,-13.4000,0.0000,0.0000
1515.0000,3.0000,-64.8000,688.0000,-19.2000,14.2000,-13.4000,0.0000,0.0000
2477.0000,4.0000,-100.2000,962.0000,-35.4000,8.2000,-13.4000,0.0000,0.0000
3478.0000,5.0000,-140.6000,1001.0000,-40.4000,0.0000,-13.4000,0.0000,0.0000
4413.0000,6.0000,-180.2000,935.0000,-39.6000,0.0000,-13.4000,0.0000,0.0000
4837.0000,7.0000,-200.8000,424.0000,-20.6000,0.0000,-13.4000,0.0000,0.0000
4949.0000,8.0000,-208.0000,112.0000,-7.2000,0.0000,-7.2000,0.0000,0.0000
5063.0000,9.0000,-214.7000,114.0000,-6.7000,0.0000,-6.7000,0.0000,0.0000
5173.0000,10.0000,-221.8000,110.0000,-7.1000,0.0000,-6.7000,-3.7200,1.0745
5296.0000,11.0000,-227.6000,123.0000,-5.8000,0.0000,-5.8000,-3.7200,1.0745
5505.0000,12.0000,-240.0000,209.0000,-12.4000,0.0000,-5.8000,-3.7200,1.0745
5908.0000,13.0000,-259.1000,403.0000,-19.1000,4.0000,-5.8000,-3.7200,1.0745
6353.0000,14.0000,-263.7000,445.0000,-4.6000,12.8000,-4.6000,-3.7200,1.0745
6657.0000,15.0000,-279.5000,304.0000,-15.8000,0.0000,-4.6000,-3.7200,1.0745
6828.0000,16.0000,-285.6000,171.0000,-6.1000,0.0000,-4.6000,-3.7200,1.0745
7103.0000,17.0000,-295.7000,275.0000,-10.1000,0.0000,-4.6000,-3.7200,1.0745
7313.0000,18.0000,-304.5000,210.0000,-8.8000,0.0000,-4.6000,-3.7200,1.0745
7534.0000,19.0000,-313.3000,221.0000,-8.8000,0.0000,-4.6000,-3.7200,1.0745
7808.0000,20.0000,-322.6000,274.0000,-9.3000,0.0000,-4.6000,-2.5475,4.0668
8076.0000,21.0000,-334.8000,268.0000,-12.2000,0.0000,-4.6000,-2.5475,4.0668
8475.0000,22.0000,-348.6000,399.0000,-13.8000,0.0000,-4.6000,-2.5475,4.0668
8852.0000,23.0000,-362.3000,377.0000,-13.7000,0.0000,-4.6000,-2.5475,4.0668
9205.0000,24.0000,-375.7000,353.0000,-13.4000,0.0000,-4.6000,-2.5475,4.0668
9709.0000,25.0000,-391.5000,504.0000,-15.8000,0.0000,-4.6000,-2.5475,4.0668
10089.0000,26.0000,-402.9000,380.0000,-11.4000,0.0000,-4.6000,-2.5475,4.0668
10515.0000,27.0000,-416.9000,426.0000,-14.0000,0.0000,-4.6000,-2.5475,4.0668
10974.0000,28.0000,-434.0000,459.0000,-17.1000,0.0000,-4.6000,-2.5475,4.0668
11975.0000,29.0000,-461.2000,1001.0000,-27.2000,0.0000,-4.6000,-2.5475,4.0668
12976.0000,30.0000,-498.2000,1001.0000,-37.0000,0.0000,-4.6000,-0.4225,0.3844
13977.0000,31.0000,-518.2000,1001.0000,-20.0000,12.6000,-4.6000,-0.4225,0.3844
14978.0000,32.0000,-495.6000,1001.0000,22.6000,56.4000,22.6000,-0.4225,0.3844
15979.0000,33.0000,-492.2000,1001.0000,3.4000,44.9000,22.6000,-0.4225,0.3844
16980.0000,34.0000,-491.4000,1001.0000,0.8000,32.5000,22.6000,-0.4225,0.3844
17981.0000,35.0000,-488.1000,1001.0000,3.3000,40.0000,22.6000,-0.4225,0.3844
18982.0000,36.0000,-479.4000,1001.0000,8.7000,38.9000,22.6000,-0.4225,0.3844
19983.0000,37.0000,-461.6000,1001.0000,17.8000,48.8000,22.6000,-0.4225,0.3844
20984.0000,38.0000,-401.5000,1001.0000,60.1000,91.3000,60.1000,-0.4225,0.3844
21985.0000,39.0000,-382.6000,1001.0000,18.9000,51.8000,60.1000,-0.4225,0.3844
22986.0000,40.0000,-327.4000,1001.0000,55.2000,81.4000,60.1000,0.0000,0.0000
23987.0000,41.0000,-304.2000,1001.0000,23.2000,54.7000,60.1000,0.0000,0.0000
24988.0000,42.0000,-300.5000,1001.0000,3.7000,41.6000,60.1000,0.0000,0.0000
25989.0000,43.0000,-274.0000,1001.0000,26.5000,54.5000,60.1000,0.0000,0.0000
26990.0000,44.0000,-206.8000,1001.0000,67.2000,97.3000,67.2000,0.0000,0.0000
27991.0000,45.0000,-185.7000,1001.0000,21.1000,43.0000,67.2000,0.0000,0.0000
28992.0000,46.0000,-100.1000,1001.0000,85.6000,107.9000,85.6000,0.0000,0.0000
29993.0000,47.0000,53.1000,1001.0000,153.2000,172.0000,153.2000,0.0000,0.0000
30994.0000,48.0000,135.5000,1001.0000,82.4000,111.9000,153.2000,0.0000,0.0000
31995.0000,49.0000,219.7000,1001.0000,84.2000,108.4000,153.2000,0.0000,0.0000
32996.0000,50.0000,253.8000,1001.0000,34.1000,69.7000,153.2000,94.7725,10.6215
33997.0000,51.0000,294.4000,1001.0000,40.6000,73.8000,153.2000,94.7725,10.6215
34998.0000,52.0000,366.0000,1001.0000,71.6000,106.3000,153.2000,94.7725,10.6215
35999.0000,53.0000,515.0000,1001.0000,149.0000,174.7000,153.2000,94.7725,10.6215
37000.0000,54.0000,616.4000,1001.0000,101.4000,134.9000,153.2000,94.7725,10.6215
38001.0000,55.0000,659.2000,1001.0000,42.8000,80.7000,153.2000,94.7725,10.6215
39002.0000,56.0000,791.7000,1001.0000,132.5000,154.7000,153.2000,94.7725,10.6215
40003.0000,57.0000,874.3000,1001.0000,82.6000,114.3000,153.2000,94.7725,10.6215
41004.0000,58.0000,998.4000,1001.0000,124.1000,156.4000,153.2000,94.7725,10.6215
42005.0000,59.0000,982.3000,1001.0000,-16.1000,20.0000,153.2000,94.7725,10.6215
43006.0000,60.0000,1117.7000,1001.0000,135.4000,165.4000,153.2000,102.6350,36.8992
44007.0000,61.0000,1190.2000,1001.0000,72.5000,108.0000,153.2000,102.6350,36.8992
45008.0000,62.0000,1251.5000,1001.0000,61.3000,104.5000,153.2000,102.6350,36.8992
46009.0000,63.0000,1394.4000,1001.0000,142.9000,181.4000,153.2000,102.6350,36.8992
47010.0000,64.0000,1460.3000,1001.0000,65.9000,106.7000,153.2000,102.6350,36.8992
48011.0000,65.0000,1569.7000,1001.0000,109.4000,146.6000,153.2000,102.6350,36.8992
49012.0000,66.0000,1694.4000,1001.0000,124.7000,167.2000,153.2000,102.6350,36.8992
49812.0000,67.0000,1715.7000,800.0000,21.3000,73.8000,153.2000,102.6350,36.8992
50813.0000,68.0000,1820.6000,1001.0000,104.9000,140.3000,153.2000,102.6350,36.8992
51814.0000,69.0000,1918.4000,1001.0000,97.8000,135.1000,153.2000,102.6350,36.8992
52815.0000,70.0000,1980.8000,1001.0000,62.4000,104.1000,153.2000,-0.6925,30.3593
53816.0000,71.0000,2046.0000,1001.0000,65.2000,106.0000,153.2000,-0.6925,30.3593
54817.0000,72.0000,2118.4000,1001.0000,72.4000,115.9000,153.2000,-0.6925,30.3593
55818.0000,73.0000,2164.5000,1001.0000,46.1000,83.5000,153.2000,-0.6925,30.3593
56819.0000,74.0000,2234.3000,1001.0000,69.8000,112.9000,153.2000,-0.6925,30.3593
57820.0000,75.0000,2404.0000,1001.0000,169.7000,205.6000,169.7000,-0.6925,30.3593
58821.0000,76.0000,2586.5000,1001.0000,182.5000,220.3000,182.5000,-0.6925,30.3593
59822.0000,77.0000,2700.2000,1001.0000,113.7000,151.4000,182.5000,-0.6925,30.3593
60823.0000,78.0000,2747.8000,1001.0000,47.6000,90.7000,182.5000,-0.6925,30.3593
61824.0000,79.0000,2879.6000,1001.0000,131.8000,165.5000,182.5000,-0.6925,30.3593
62825.0000,80.0000,3094.6000,1001.0000,215.0000,255.9000,215.0000,173.2800,91.7339
