steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
12,1,-0.007500000000000001,12,-0.007500000000000001,1,0.0
24,2,-0.011666666666666667,12,-0.004166666666666667,2,0.0
36,3,-0.017499999999999998,12,-0.005833333333333334,3,0.0
48,4,-0.020833333333333325,12,-0.0033333333333333335,4,0.0
60,5,-0.025833333333333316,12,-0.005,5,0.0
72,6,-0.03166666666666664,12,-0.005833333333333334,6,0.0
84,7,-0.0358333333333333,12,-0.004166666666666667,7,0.0
96,8,-0.04083333333333329,12,-0.005,8,0.0
108,9,-0.047499999999999945,12,-0.006666666666666667,9,0.0
120,10,-0.04999999999999994,12,-0.0025,10,0.0
144,12,-0.05916666666666659,12,-0.005833333333333334,12,0.0
168,14,-0.07166666666666664,12,-0.005833333333333334,14,0.0
204,17,-0.0858333333333334,12,-0.0033333333333333335,17,0.0
240,20,-0.10166666666666684,12,-0.005833333333333334,20,0.0
300,25,-0.13000000000000025,12,-0.006666666666666667,25,0.0
360,30,-0.14916666666666673,12,-0.005,30,0.0
480,40,-0.20083333333333286,12,-0.005,40,0.0
600,50,-0.2566666666666658,12,-0.0033333333333333335,50,0.0
720,60,-0.3133333333333338,12,-0.005833333333333334,60,0.0
840,70,-0.37000000000000177,12,-0.007500000000000001,70,0.0
960,80,-0.4183333333333362,12,-0.004166666666666667,80,0.0
1080,90,-0.4716666666666708,12,-0.006666666666666667,90,0.0
1200,100,-0.5133333333333384,12,-0.0033333333333333335,100,0.0
1440,120,-0.6058333333333406,12,-0.0033333333333333335,120,0.0
1680,140,-0.7075000000000096,12,-0.005833333333333334,140,0.0
2040,170,-0.8633333333333465,12,-0.004166666666666667,170,0.0
2400,200,-1.020000000000014,12,-0.005,200,0.0
3000,250,-1.2949999999999837,12,-0.005,250,0.0
3600,300,-1.547499999999956,12,-0.005,300,0.0
4800,400,-2.043333333333246,12,-0.004166666666666667,400,0.0
6000,500,-2.534166666666656,12,-0.005833333333333334,500,0.0
7200,600,-3.00666666666673,12,-0.0016666666666666668,600,0.0
8400,700,-3.4608333333334675,12,-0.0033333333333333335,700,0.0
9600,800,-3.915000000000205,12,-0.0016666666666666668,800,0.0
10800,900,-4.3650000000002755,12,-0.0033333333333333335,900,0.0
12000,1000,-3.8200000000003467,12,-0.0033333333333333335,999,1.0
14400,1200,-4.760000000000494,12,-0.005833333333333334,1199,1.0
16800,1400,-5.754166666667316,12,-0.004166666666666667,1399,1.0
20400,1700,-7.225000000000879,12,-0.006666666666666667,1699,1.0
24000,2000,-8.723333333333676,12,-0.0016666666666666668,1999,1.0
30000,2500,-11.25166666666471,12,-0.005,2499,1.0
36000,3000,-13.708333333329142,12,-0.005,2999,1.0
48000,4000,-18.53166666665809,12,-0.0016666666666666668,3999,1.0
60000,5000,-16.76333333332,12,-0.004166666666666667,4992,8.0
72000,6000,16.115000000016412,12,-0.007500000000000001,5953,47.0
84000,7000,185.07416666668948,12,-0.006666666666666667,6777,223.0
96000,8000,569.315833333285,12,0.99,7385,615.0
108000,9000,1039.3858333327905,12,-0.005833333333333334,7907,1093.0
120000,10000,1562.14833333336,12,0.99,8376,1624.0
