steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
12,1,-0.006666666666666667,12,-0.006666666666666667,1,0.0
24,2,-0.22754029645581764,12,-0.22087362978915095,2,0.0
36,3,-2.7825039829313583,12,-2.5549636864755407,3,0.0
48,4,-3.8837920447360172,12,-1.1012880618046583,4,0.0
60,5,-3.888792044736018,12,-0.005,5,0.0
72,6,-3.755847154858215,12,0.1329448898778035,6,0.0
84,7,-3.7625138215248826,12,-0.006666666666666667,7,0.0
96,8,-3.7700138215248837,12,-0.007500000000000001,8,0.0
108,9,-3.7750138215248845,12,-0.005,8,0.0
120,10,-3.779180488191552,12,-0.004166666666666667,9,0.0
144,12,-3.7891804881915534,12,-0.005,11,0.0
168,14,-3.795847154858221,12,-0.0033333333333333335,13,0.0
204,17,-3.8108471548582235,12,-0.005,16,0.0
240,20,-3.8266804881915593,12,-0.004166666666666667,19,0.0
300,25,-5.5574617484194455,12,-0.005833333333333334,23,0.0
360,30,-4.60876649774623,12,-0.2303729720773793,28,0.0
480,40,-4.662933164412905,12,-0.006666666666666667,37,0.0
600,50,-4.716266497746247,12,-0.005,47,0.0
720,60,-6.196641470653266,12,-0.005833333333333334,57,0.0
840,70,-4.873603567720992,12,-0.006666666666666667,66,0.0
960,80,-6.765398457113891,12,0.19311486606300782,74,0.0
1080,90,-2.9735318024207276,12,0.8309480397493962,83,0.0
1200,100,-3.766267745995256,12,-0.005,93,0.0
1440,120,-3.966913306325185,12,-0.005833333333333334,111,0.0
1680,140,-2.389973361354625,12,0.8660992692367422,129,0.0
2040,170,-0.36796139696953356,12,-0.028423216912055554,156,0.0
2400,200,0.9531496593526789,12,-0.006666666666666667,183,0.0
3000,250,-1.5122512043554308,12,-0.005833333333333334,229,0.0
3600,300,1.325247135073636,12,-0.005833333333333334,271,0.0
4800,400,-5.867530432808268,12,-0.005,366,0.0
6000,500,-9.31806506251817,12,-0.005833333333333334,456,0.0
7200,600,-8.840133789556358,12,-0.005833333333333334,546,0.0
8400,700,-10.272522777698518,12,-0.006666666666666667,641,0.0
9600,800,-13.979319972486955,12,-0.005833333333333334,735,0.0
10800,900,-11.930067307524325,12,-0.22668398830716474,825,0.0
12000,1000,-16.497100061083074,12,-0.005833333333333334,922,0.0
14400,1200,-28.728357028240215,12,-0.005833333333333334,1099,0.0
16800,1400,-38.89040637801166,12,-0.005833333333333334,1286,0.0
20400,1700,-51.85491040036336,12,-0.007500000000000001,1565,0.0
24000,2000,-56.60076009670157,12,-0.005833333333333334,1845,0.0
30000,2500,-56.40012191014231,12,-0.368562286347547,2311,0.0
36000,3000,-45.15523422926815,12,2.401948224854082,2771,0.0
48000,4000,-40.032915571725674,12,-0.005833333333333334,3701,0.0
60000,5000,-68.56559865540599,12,-0.005,4637,0.0
72000,6000,-82.66367263115183,12,0.6757225328593452,5575,0.0
84000,7000,-70.10326216112337,12,2.7986257532624648,6489,1.0
96000,8000,-86.98403780552492,12,-0.005833333333333334,7338,1.0
108000,9000,-64.79805102287784,12,-0.21813669470060512,8122,1.0
120000,10000,-61.926640610685325,12,-0.005833333333333334,8851,5.0
