steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
12,1,-0.006666666666666667,12,-0.006666666666666667,1,0.0
24,2,-0.013333333333333334,12,-0.006666666666666667,2,0.0
36,3,-0.019999999999999993,12,-0.006666666666666667,3,0.0
48,4,-0.02749999999999998,12,-0.007500000000000001,4,0.0
60,5,-0.03416666666666664,12,-0.006666666666666667,5,0.0
72,6,-0.04083333333333329,12,-0.006666666666666667,6,0.0
84,7,-0.047499999999999945,12,-0.006666666666666667,7,0.0
96,8,-0.0541666666666666,12,-0.006666666666666667,8,0.0
108,9,-0.06083333333333325,12,-0.006666666666666667,9,0.0
120,10,-0.06749999999999995,12,-0.006666666666666667,10,0.0
144,12,-0.08000000000000003,12,-0.006666666666666667,12,0.0
168,14,-0.09416666666666679,12,-0.007500000000000001,14,0.0
204,17,-0.11500000000000025,12,-0.006666666666666667,17,0.0
240,20,-0.13083333333333358,12,-0.004166666666666667,20,0.0
300,25,-0.1583333333333333,12,-0.005,25,0.0
360,30,-0.18749999999999967,12,-0.006666666666666667,30,0.0
480,40,-0.23083333333333256,12,-0.0033333333333333335,40,0.0
600,50,-0.28749999999999987,12,-0.006666666666666667,50,0.0
720,60,-0.3358333333333343,12,-0.006666666666666667,60,0.0
840,70,-0.38583333333333547,12,-0.004166666666666667,70,0.0
960,80,-0.4325000000000032,12,-0.005833333333333334,80,0.0
1080,90,-0.47916666666667096,12,-0.005,90,0.0
1200,100,-0.5275000000000054,12,-0.006666666666666667,100,0.0
1440,120,-0.6100000000000073,12,-0.0033333333333333335,120,0.0
1680,140,-0.7150000000000097,12,-0.007500000000000001,140,0.0
2040,170,-0.8416666666666793,12,-0.0016666666666666668,170,0.0
2400,200,-0.9883333333333494,12,-0.005,200,0.0
3000,250,-1.244166666666656,12,-0.005,250,0.0
3600,300,-1.4866666666666293,12,-0.005833333333333334,300,0.0
4800,400,-1.9733333333332423,12,-0.0033333333333333335,400,0.0
6000,500,-2.451666666666643,12,-0.004166666666666667,500,0.0
7200,600,-2.8983333333333796,12,-0.005,600,0.0
8400,700,-3.3191666666667787,12,-0.0025,700,0.0
9600,800,-3.8008333333335207,12,-0.0033333333333333335,800,0.0
10800,900,-4.295833333333598,12,-0.0025,900,0.0
12000,1000,-3.8283333333336813,12,-0.005833333333333334,999,1.0
14400,1200,67.66416666666701,12,0.99,1126,74.0
16800,1400,210.81333333333535,12,0.99,1181,219.0
20400,1700,417.1066666666711,12,-0.005,1272,428.0
24000,2000,639.3758333332347,12,0.99,1347,653.0
30000,2500,1003.7999999995934,12,-0.007500000000000001,1478,1022.0
36000,3000,1372.2349999998746,12,0.99,1605,1395.0
48000,4000,2077.176666667074,12,-0.005833333333333334,1891,2109.0
60000,5000,2801.063333331884,12,0.99,2158,2842.0
72000,6000,3536.9191666633546,12,0.99,2413,3587.0
84000,7000,4255.824166661502,12,-0.006666666666666667,2685,4315.0
96000,8000,4995.620833326294,12,0.99,2936,5064.0
108000,9000,5714.553333324447,12,-0.005,3208,5792.0
120000,10000,6427.460833322594,12,0.99,3486,6514.0
