steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
10,1,-0.005,10,-0.005,1,0
20,2,-0.011000000000000003,10,-0.006,2,0
30,3,-0.016000000000000007,10,-0.005,3,0
40,4,-1.1933737299281035,10,-1.1773737299281035,4,0
50,5,-1.278149048059783,10,-0.08477531813167989,5,0
60,6,-1.2831490480597825,10,-0.005,6,0
70,7,-1.288149048059782,10,-0.005,7,0
80,8,0.60724391641238,10,1.8953929644721617,8,0
90,9,0.60224391641238,10,-0.005,9,0
100,10,0.59724391641238,10,-0.005,10,0
120,12,0.5872439164123799,10,-0.005,12,0
140,14,0.141191518006544,10,-0.44005239840583593,14,0
170,17,0.12319151800654399,10,-0.007,16,0
200,20,-0.6646665778557057,10,-0.7758580958622497,17,0
250,25,-0.5178647431919835,10,-0.005,22,0
300,30,-0.5428647431919835,10,-0.004,27,0
400,40,-0.5978647431919836,10,-0.004,35,0
500,50,-0.6518647431919836,10,-0.006,45,0
600,60,-1.713577089080903,10,-0.005,54,0
700,70,-2.6583307802811476,10,-0.004,61,0
800,80,-2.709330780281142,10,-0.003,71,0
900,90,-2.7653307802811358,10,-0.005,80,0
1000,100,-2.8223307802811295,10,-0.006,88,0
1200,120,-2.9233307802811184,10,-0.005,107,0
1400,140,-2.9540934125734015,10,-0.004,126,0
1700,170,-3.121093412573383,10,-0.008,152,0
2000,200,-3.2900934125733645,10,-0.006,179,0
2500,250,-3.566093412573334,10,-0.008,223,0
3000,300,-3.07554996751911,10,-0.005,268,0
4000,400,-3.377529877968941,10,-0.005,362,0
5000,500,-7.855690003451471,10,-1.5234680970085839,454,0
6000,600,-7.015910777629529,10,-0.005,550,0
7000,700,-6.704524087871166,10,-0.005,641,0
8000,800,-2.3841711369310996,10,-0.006,731,0
9000,900,-1.5617105902242,10,-0.005,826,0
10000,1000,12.98800552926666,10,-0.009000000000000001,916,0
12000,1200,-2.1247038299673355,10,-0.006,1099,0
14000,1400,-9.637819955522474,10,-0.006,1277,0
17000,1700,-15.057626178140502,10,-0.004,1558,0
20000,2000,8.419295837653417,10,0.20828476949968389,1834,0
25000,2500,3.8157577833240874,10,-0.005,2294,0
30000,3000,-0.8079454464767787,10,-0.7026401603770615,2758,0
40000,4000,-13.499923656865528,10,1.0606079888688427,3678,0
50000,5000,-33.94770056742928,10,-0.004,4603,0
60000,6000,-44.51298140990572,10,-0.005,5511,0
70000,7000,-52.5381592468846,10,-0.006,6423,0
80000,8000,-50.810319469458996,10,-0.004,7344,0
90000,9000,-73.19663122546663,10,-0.005,8286,0
100000,10000,-97.9053909879697,10,-0.19528833108991614,9210,0
