steps,episode,total_return,episode_len,episode_return,total_bad_episodes,denoised_return
10,1,-0.009000000000000001,10,-0.009000000000000001,1,0.0
20,2,-0.015000000000000006,10,-0.006,1,0.0
30,3,-0.022000000000000013,10,-0.007,1,0.0
40,4,-0.03000000000000002,10,-0.008,2,0.0
50,5,-1.183990963380064,10,-1.153990963380064,3,0.0
60,6,-1.1889909633800635,10,-0.005,3,0.0
70,7,-2.0455010549536814,10,-0.8565100915736182,4,0.0
80,8,-2.390132228892696,10,-0.3446311739390146,5,0.0
90,9,-3.3862585448504543,10,-0.9961263159577589,6,0.0
100,10,-3.3932585448504535,10,-0.007,6,0.0
120,12,-3.4042585448504523,10,-0.006,8,0.0
140,14,-2.8182213501046296,10,0.5910371947458217,10,0.0
170,17,-2.011271570377769,10,0.2161840730178255,13,0.0
200,20,-2.0302715703777667,10,-0.007,13,0.0
250,25,-2.818661258660018,10,-0.008,18,0.0
300,30,-1.5141926773115078,10,-0.006,22,0.0
400,40,-1.5711926773115015,10,-0.008,30,0.0
500,50,2.963499738196944,10,-0.007,38,1.0
600,60,2.475761412017915,10,1.1974033082410138,44,1.0
700,70,6.091198553198493,10,-0.009000000000000001,50,4.0
800,80,12.18305143756397,10,-0.009000000000000001,58,5.0
900,90,15.158579587206452,10,1.239233414106767,60,7.0
1000,100,17.320440437042176,10,-0.009000000000000001,60,10.0
1200,120,24.68704208990345,10,1.2924500958970717,63,17.0
1400,140,34.481335599842964,10,0.321430158523575,67,23.0
1700,170,39.00600662271115,10,-1.822765571808055,73,31.0
2000,200,46.32095497663264,10,-1.1008154573820708,83,41.0
2500,250,59.72372984136258,10,-0.009000000000000001,87,60.0
3000,300,76.51231935053885,10,-0.5555328312112506,91,78.0
4000,400,132.8797983293338,10,2.1532069199832735,94,123.0
5000,500,179.9945387917531,10,0.9874904918658923,96,163.0
6000,600,207.12413829750676,10,0.4837009235299601,96,201.0
7000,700,254.20432599917729,10,1.7787329077936898,96,242.0
8000,800,281.706907517603,10,0.041073127776510406,97,279.0
9000,900,304.1410252373492,10,1.4659154556323157,97,312.0
10000,1000,353.3965526662805,10,-0.007,97,347.0
12000,1200,420.9873792045162,10,-0.007,97,422.0
14000,1400,492.2069931380062,10,-0.006,98,492.0
17000,1700,602.9594333718258,10,-0.7433513750315026,98,597.0
20000,2000,706.9864056483592,10,1.478157121712046,99,715.0
25000,2500,876.2533853063019,10,1.391312517656374,101,879.0
30000,3000,1113.2650133305722,10,1.4164756180244906,104,1089.0
40000,4000,1505.391227886492,10,1.2142795392830252,110,1498.0
50000,5000,1839.288567606357,10,-0.009000000000000001,114,1871.0
60000,6000,2217.0398197785744,10,0.25950725028452815,118,2235.0
70000,7000,2559.669533634335,10,-0.007,121,2641.0
80000,8000,2946.838617270952,10,-1.3830782013309033,125,3021.0
90000,9000,3311.14113999815,10,-0.008,130,3391.0
100000,10000,3672.797144731804,10,-0.009000000000000001,134,3771.0
